track_id,spotify_id,genre,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,tempo,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_var,mfccs_2_var,mfccs_3_var,mfccs_4_var,mfccs_5_var,mfccs_6_var,mfccs_7_var,mfccs_8_var,mfccs_9_var,mfccs_10_var,mfccs_11_var,mfccs_12_var,mfccs_13_var,mfccs_14_var,mfccs_15_var,mfccs_16_var,mfccs_17_var,mfccs_18_var,mfccs_19_var,mfccs_20_var
TRGLLXB128F92D5589,1q2yciMI9xjFWL8ZdiRrEo,Folk,0.36205742,0.08284415,0.2778096,0.003425058,2048.2007170371558,308040.69555871625,2444.6228432895446,132846.63517108752,4584.467516447368,1964233.2531012325,0.08477003054511278,0.0009484787080035755,-9.930383e-06,0.049144097,-2.3384438e-05,0.011932022,135.99917763157896,-22.471264,105.30237,8.960616,21.835129,2.992329,12.693998,2.426402,10.574628,0.6615626,3.254642,-0.1065204,-1.7398859,0.9575968,0.12381239,-7.532937,1.2037654,-2.2384734,-1.3048763,1.2300915,1.9696149,1188.9584,513.43036,164.3413,200.28532,134.64482,75.88755,99.75019,45.12014,46.377422,60.84212,40.296932,45.500843,44.74843,38.00647,59.919525,44.38655,57.480152,54.270702,59.229176,55.584183
TRGOYOU128F93223F2,00P9mm40IMpKZ7E4sU1xE4,Folk,0.33348975,0.08522843,0.16857608,0.002807501,2450.2471386652533,365920.9734021925,2390.536138570996,164082.1583414048,4853.9563630756575,2050426.4803606388,0.12841062617481203,0.0029704946681517624,-4.0043346e-06,0.020642245,-3.7357262e-05,0.004114184,129.19921875,-64.54515,82.01883,-17.477043,26.887383,1.5471246,2.5551069,-2.2756011,-2.4571865,-4.1425304,-3.9703438,-13.900603,-3.3072739,-9.87761,2.9249048,-10.163034,-2.9917266,-11.918062,-4.523715,-8.206561,-5.198354,3513.8813,671.65106,233.30579,197.54445,113.50888,163.02132,107.904305,75.46718,65.564865,70.89056,79.09801,55.95961,51.05539,62.500633,49.448105,64.71545,52.39635,58.152073,75.430374,47.70855
TRGRYLX128F933EBCB,2Cf4Hix3s23kcnWIDgbgRR,Folk,0.36403364,0.074216634,0.1768188,0.0012930318,2417.034345823333,351169.164794197,2514.1249805724406,91014.45420791573,5297.653680098684,1415020.3238596877,0.12389861372180451,0.0024982597743132538,7.946522e-07,0.021450303,-2.4902683e-05,0.0033788616,86.1328125,-36.298336,91.80408,-7.0279927,17.4427,0.5165624,15.456636,-1.88733,9.848805,-4.2025733,6.999425,-3.9545994,5.6931186,-6.036054,-3.88121,-2.1011322,-0.25820568,2.4302309,5.9238644,1.1329575,2.2281306,604.9969,354.96344,181.2544,106.775925,55.753277,66.693985,58.969254,34.95349,44.189945,37.677147,39.32614,49.11421,42.82884,36.44809,31.218126,45.08218,43.66515,57.559467,50.070316,49.613598
TRHFYAO128F4281890,038kHXn1Ysjx8ISRqFMxBE,Folk,0.428468,0.08468198,0.28996053,0.0079913,2554.031717502932,514507.64111981436,2530.4618563577733,154425.84625137917,5305.344109786184,2198312.086424999,0.12661903782894737,0.003881183310275876,0.0010664565,0.036795698,0.004647862,0.029998068,129.19921875,3.9084551,85.21405,-6.0197887,35.867523,8.597434,7.674265,3.8784454,0.19076113,-2.930524,15.338726,-4.524567,8.636609,-10.98222,3.5805254,-2.2744448,-1.652936,-1.356279,4.1061525,-0.51853895,-0.8560923,1516.1812,775.46747,362.81982,148.09215,107.58215,117.44558,71.3301,87.76467,47.37604,65.03112,69.99538,62.054527,38.391163,64.670334,51.127453,56.403976,37.12338,70.6213,55.143696,52.244514
TRHSFBR128F424663F,0B4a8NQB3k4sQrVgDyA6oJ,Folk,0.32204202,0.081198625,0.25881267,0.0061873347,1438.3160518252375,616069.6512187192,1818.2260640612878,506495.4005763199,3036.8292557565787,3391510.449545535,0.06156382166353384,0.0012049676605195281,-1.5306741e-06,0.054145385,-4.1407834e-06,0.0046379664,99.38401442307692,-79.84634,148.09785,-5.050964,30.991688,7.66726,1.2498084,-0.24581462,2.1542268,-7.984109,-0.051711805,-8.53136,-1.5376296,-6.6663413,0.23772861,-0.8657091,-0.6636654,-3.114067,1.5854346,-3.9865947,-0.15365463,5428.4033,1274.5054,472.54178,232.06921,96.05834,65.930664,66.59815,43.95209,63.086994,55.41882,110.632256,62.55883,40.40814,56.02281,49.62676,42.119007,53.1058,37.267292,50.091328,83.878365
TRIGAXW128F423EE89,1A2saMxJmwG4G5qwSZVZIC,Folk,0.2452842,0.085116796,0.113831684,0.0016157347,1358.515574334575,315451.00723309873,1739.121094950469,150011.62786089838,2449.928042763158,1706680.5901950086,0.0594234609962406,0.0006285179287415913,-1.7179444e-05,0.011769368,1.8770583e-05,0.0011604391,143.5546875,-194.5331,139.71835,-6.1893396,15.743583,-3.7171104,-4.1454415,-6.1692095,-0.8174263,-10.723585,-7.916077,-15.944642,-2.1262603,-8.311713,-0.942264,-10.211805,-7.421626,-12.258721,-9.553357,-10.598725,-9.778627,5785.4077,832.7642,480.15076,219.3056,178.27011,123.69214,61.04024,58.212643,55.531456,61.886257,64.16338,76.235596,62.83991,50.301533,72.00502,79.95619,72.37735,115.99537,95.86419,98.89754
TRIOKWE128F92F9FC1,01ZYsreC5FX7FtZJNCC4IQ,Folk,0.36865807,0.09013332,0.19191535,0.0016397325,2251.682419578598,388548.4099246795,2643.190403261873,136204.20556076863,5172.906815378289,1956718.610013291,0.0914297462406015,0.0012342926470499743,3.4225943e-06,0.026972538,-2.3018089e-05,0.0031717885,172.265625,-62.863647,96.348785,22.595322,17.493841,-6.6574526,20.224186,4.18959,2.0913346,4.8596706,-8.251064,-0.27921245,2.7639182,-4.678527,-4.0021343,-9.195269,-1.1115525,-4.718829,-1.4140421,-10.806829,-3.0742369,1236.905,555.5761,178.5134,72.34645,68.705086,45.987785,71.10127,46.634422,59.58181,31.55335,30.439774,29.52744,26.753347,30.628622,34.663013,37.726982,28.422483,34.370758,65.201065,119.89397
TRIRPBD128F92F6262,0E0oWHnzTsyBIZXEGeM7sS,Folk,0.23409323,0.09188864,0.14399932,0.0064697596,2475.9681003590053,768250.1962583662,2302.469358759049,224982.17763140824,4933.693976151316,2569992.5098227663,0.13111269384398497,0.0065845891102947135,-2.6957885e-06,0.024810648,-9.796148e-06,0.0010480018,135.99917763157896,-131.7401,81.921906,-21.97869,20.568773,-1.7224654,-2.2673624,-4.0528584,3.0786598,-10.446368,-8.49586,-16.459711,2.1307468,-4.9794335,5.8486915,-13.971624,-5.912635,-11.40053,-1.9866629,1.4436647,7.50976,1487.7401,761.0758,708.2068,192.94345,143.40796,221.75943,115.84093,136.3041,94.39998,244.88513,131.52408,107.96981,203.92143,175.62617,113.53321,100.58097,131.95139,139.14114,138.44849,186.38872
TRIRSHE128F14B0BA3,0m3djJoseCEsK7KaZ7O955,Folk,0.31347495,0.08486622,0.032723073,0.0003991088,1376.6057292677026,65133.446863621786,1503.8897517378916,89186.63744383704,2600.4931640625,471165.189242363,0.07467176649305556,0.0002936178592988003,-2.9265914e-06,0.0010192185,-5.2128667e-06,9.198069e-05,107.666015625,-278.75482,154.72908,-36.818626,15.316722,-11.790085,-14.07514,-9.491768,0.79810095,-20.502352,3.1167192,-3.506023,2.293021,-2.5190542,0.5513591,-5.287624,-2.4394276,-6.1107874,-0.7091863,-2.908412,-1.3222024,5537.1357,340.8167,395.21732,128.46178,197.54779,67.49314,110.25637,123.12009,48.12089,79.6394,97.752716,44.624477,84.90727,87.29338,46.48915,37.94687,47.80596,58.34131,69.62444,61.276608
TRISWHT128F92D3190,0TppeicGz18JyhT91Kwyvx,Folk,0.3216998,0.07994798,0.24371573,0.0018966391,2168.694806785708,244129.8297819488,2447.9822895999914,191657.9337882729,4690.838301809211,2243592.622395698,0.10208749412593984,0.00047238294006344205,1.87373e-06,0.038958993,0.00022027348,0.0069150147,89.10290948275862,-21.882494,107.44571,-5.100843,8.980915,-5.45036,-7.709267,10.851256,-2.5732784,-17.025589,2.6840498,-2.0464377,4.4500823,7.8012805,0.49875188,-0.5121729,2.7598982,-5.7189765,4.8060637,-2.8343818,-0.31884232,1143.3308,358.79022,286.30173,109.94001,72.757,99.89139,66.83389,40.578518,59.75287,47.370407,53.00613,48.555637,61.662857,43.013927,36.884663,33.952633,33.251183,54.894577,116.87452,59.169746
TRIYPQC12903CF6A12,1oxaRqnrY170t93klMMDEh,Folk,0.34843922,0.08634404,0.1501155,0.0010226407,2450.163098937955,193651.8895351024,2534.197329168579,123152.07189161121,4991.412674753289,1320518.8730416864,0.10799459586466166,0.0008351588115770853,5.6675162e-06,0.01729651,-5.4822354e-05,0.0023296236,135.99917763157896,-71.368385,79.967964,-15.557155,35.04311,15.18775,3.7178385,5.085979,1.9895538,1.1374842,-5.5048356,1.430188,0.76682395,0.8555813,1.4480668,2.1883113,2.332516,-7.5132523,-1.7119595,-5.3727713,-1.1964761,709.0631,309.33426,185.53448,106.133446,87.977005,75.17291,90.86847,62.386806,52.736847,78.65624,58.035233,54.40825,76.55817,45.66134,43.97456,39.370087,36.631023,40.74113,46.503788,44.286575
TRJNYKL128F1488552,0RLlGSUMlV1px4ASzHOeXU,Folk,0.35188174,0.08776377,0.18567121,0.0047677243,1559.8538505174417,626516.9449741001,2110.906341211465,273228.5156993212,3264.5469263980262,3552362.1950816577,0.05306479088345865,0.0013010431908922284,5.5457417e-06,0.027702788,-0.00010499126,0.0048933164,123.046875,-135.0205,120.48546,16.134666,35.33665,10.513116,13.170706,6.629312,4.9528193,-0.056904156,3.1030197,1.7325348,-3.897504,-0.9990004,0.025524829,-4.3467765,-1.7626152,-6.561044,3.820486,-5.6046877,0.21998496,3322.8928,1140.2969,385.9013,264.57953,130.2089,131.30879,72.773346,70.27049,101.160255,84.02933,59.492123,60.287426,62.904545,54.368538,84.50324,64.691055,51.010567,57.49353,70.755516,58.54601
TRJUYHK128F92E73BB,16gniYakUC4fPl3v8LLLpu,Folk,0.3716713,0.087623045,0.07820553,0.00022015107,2490.272364671644,785092.0685242496,2493.77944354696,200379.10163312082,5239.287366365132,2683612.0427645477,0.12926970747180452,0.00612360607998833,-0.0011043944,0.003467677,-0.0018402202,0.0011330049,161.4990234375,-120.10553,91.25012,-3.6992643,16.802391,-3.4144847,10.864441,-3.8989725,3.2612557,0.45165652,10.199775,-1.9270439,1.8750526,-4.7070765,1.1714517,-0.7483615,0.56770426,-2.432866,4.7474556,-1.5002854,2.9966059,1112.5609,772.21014,377.6866,302.85126,157.68785,75.15314,85.285446,56.734787,83.495995,76.13982,75.546715,64.24363,54.292027,60.73969,43.62713,38.733467,41.48452,49.337048,47.391388,48.398785
TRJWVNH12903D051C4,0C6LMeLJw1AqDpwxy4WPCm,Folk,0.33868963,0.08913085,0.16582969,0.00071973423,2940.7128280659294,537346.0692800587,2929.348170716977,96022.00432366467,6842.8633840460525,1501117.2713764487,0.12650155662593984,0.0033027341457601785,-2.2209448e-05,0.018490462,-0.00017835069,0.0038073093,95.703125,-71.139336,77.7296,3.2442741,1.4234409,14.012813,7.1447268,-13.522297,21.69609,-22.120007,1.5092962,-14.993968,-5.577211,-17.281853,3.2278275,-22.709936,-8.325094,-17.040539,-3.3548288,-14.640462,-0.88130575,899.0188,278.68704,367.575,246.68004,204.5502,163.8832,180.50508,108.8346,104.554245,102.28978,84.82764,82.0792,71.438934,79.75649,72.7003,73.32354,49.922424,57.449406,82.99437,51.7112
TRKQLRS128F4230F04,4q2E04QJ6RIDwTxTZ5OiP0,Folk,0.4470289,0.077998444,0.19369945,0.005940594,1315.8758119983065,132941.36927534366,1595.6876759768627,84114.37287215445,2599.850945723684,722273.1846818633,0.058872767857142856,0.000562726234903141,3.1307452e-06,0.025800908,-1.1031792e-05,0.0062564854,143.5546875,-108.44668,149.99806,-28.418009,35.484913,2.5356781,19.640438,1.1693006,5.9502487,-6.6367073,9.2590885,7.8870125,3.5993207,-0.57186,3.623559,1.2851982,1.9418201,-1.0535032,3.7485843,-0.41438177,1.5831299,5435.8706,422.0252,412.70752,142.6353,127.72461,132.86176,120.26178,64.21449,77.952286,69.12932,78.72099,47.112144,55.701824,45.62066,49.393063,32.924984,35.197323,61.77566,52.04974,47.21061
TRLCROX128F4295398,1BcuTkrmqT5mYrFvDeM9lZ,Folk,0.3250309,0.08723249,0.15422547,0.0033100597,1909.8872310739268,329723.4170056183,2414.3008554723992,191572.01591960638,4415.439967105263,2160879.804292214,0.061442669172932333,0.0008302207475358483,5.662242e-06,0.020044068,-6.2480816e-05,0.0022834425,123.046875,-126.576096,97.26854,7.4250073,40.626728,19.936165,13.531445,0.86523664,7.2274785,-2.0844908,3.9343762,-3.0202081,6.974425,-2.6533175,0.040101275,-2.3150039,2.5847247,-5.6739273,1.8825911,-5.86412,4.0552926,2023.6974,488.00748,341.23245,252.56068,97.04784,116.20119,64.52211,70.147224,79.985466,57.095078,43.004784,61.294563,55.24438,52.358265,59.593666,60.358685,61.759216,42.021843,67.83135,49.50448
TRLJCJY128F423EE8C,2ZffxEe88dQ0WemIprG0uV,Folk,0.31549063,0.09175806,0.20303944,0.0013573235,1555.1332773858412,129681.73219203924,1648.2545220191123,121543.17862461867,2928.1918174342104,930340.1044696323,0.08155765390037593,0.0003194018050230501,-8.366028e-05,0.03005586,9.95144e-05,0.004052195,135.99917763157896,-79.179054,136.86856,-40.453003,20.010183,-7.4759293,2.2471828,-6.129825,-1.3493932,-5.5987635,-1.7274776,-6.2756495,-6.277998,-12.722742,-4.9950876,-5.9906106,-8.346456,-14.603795,-9.206261,-10.817012,-5.5745544,1029.1466,562.8157,291.46182,220.12256,108.33379,98.87816,71.68967,49.08805,59.03415,62.52443,89.88016,61.048103,77.19005,68.03033,51.17283,59.207382,74.78487,63.28918,62.83413,68.41472
TRLJNMJ128F429593B,1Ll4woAAYTg7aykPj4rroH,Folk,0.28351665,0.08953379,0.116457485,0.0025793272,1304.2656133716434,532728.6983752495,1965.1437469523294,349045.7763061799,2485.789730674342,3348204.0283851684,0.04328815202067669,0.0008172345165481494,-5.3567834e-07,0.012504981,1.7869193e-05,0.0015334336,135.99917763157896,-210.26512,140.94084,18.218964,24.05113,19.287619,0.46556973,2.8494372,-3.864572,-12.163066,3.5789192,-6.4321723,1.0998917,-7.712459,-3.7017102,-4.9340515,-4.1700764,-10.244621,0.2625988,-2.2910643,-3.050834,3667.0696,1013.7838,358.69247,318.26257,230.95007,476.48102,151.23875,102.36848,127.27412,137.24461,105.50559,86.08918,107.42117,85.156136,94.01721,63.641388,76.14876,50.720726,73.41807,92.75252
TRLLIHJ128F425C76C,1kW1BtNND8wH6r2WRgF2TH,Folk,0.6546582,0.05114832,0.28643695,0.0018974527,473.5210298675756,5327.3529400205825,877.3025905096379,7998.929446181352,913.4611430921053,28013.945015513666,0.012269443139097745,1.4769093555918621e-05,7.739069e-06,0.061616175,-0.000101509984,0.0030089254,95.703125,-186.50969,207.57101,-8.910623,30.737339,18.802635,15.73819,15.974995,5.395171,12.366552,7.427655,6.827329,7.5002604,4.583569,6.740139,4.71189,2.7070863,3.8306026,4.259687,3.78945,1.4096472,232.65613,43.74116,39.37218,35.115265,32.296658,18.918053,19.489834,18.063206,14.791725,13.244859,12.337762,9.555214,13.619405,14.499706,12.6503315,10.306075,11.982307,12.980552,10.4657345,12.71288
TRLMYVX128F4230E4F,00MWM5gaj5AjAnetzDWmKu,Folk,0.45337257,0.07959608,0.08117104,0.00094768754,2579.6612154015193,687475.5654429372,2115.07239634269,178614.27660480037,4795.913856907895,2151655.297982726,0.160398554981203,0.004461143694641537,-4.814849e-06,0.0028385543,-2.9472203e-05,0.0023888599,129.19921875,-119.03821,85.64567,-39.519386,31.503942,-3.1221888,14.455315,-7.1581516,10.9754095,-3.85339,3.0214357,-0.84187365,4.8789477,-4.4025087,1.2083569,-8.52111,-0.41258943,-5.4004292,1.3563768,-3.2503228,-2.4807684,5017.11,1987.4149,515.70087,234.12616,175.30577,125.23188,128.84038,101.53658,59.37993,63.85461,67.05207,83.95805,84.284004,57.74495,91.66275,44.772896,78.51,50.55987,66.41913,50.55918
TRMGYUV128F92F6C06,66HcbTLAaBgqHsin2IUWws,Folk,0.37645137,0.085660905,0.18198992,0.009572802,1714.3201821624014,479900.58293306566,1825.723938533399,315199.08196769643,3444.5029810855262,2649353.8859181125,0.08116849741541353,0.0011844021475155375,4.187534e-06,0.024265511,9.043313e-05,0.007281388,129.19921875,-88.34986,132.74559,-19.564041,25.084087,-9.806172,6.410341,-2.2424145,-0.6646155,-6.202952,2.4616086,-4.396027,0.8338884,-4.1985617,-0.61017543,-0.5289731,-3.7545266,-4.972903,-1.4109459,-4.5996776,-3.5502756,11540.706,1883.664,199.22879,190.54482,144.91019,107.83091,134.19942,59.426476,63.736774,50.01736,38.52362,26.150686,20.988459,53.857098,53.108864,41.531513,28.560913,34.2918,28.934662,51.39876
TRMLFLB128F428ED38,1IHN0KXTQPqfGYZYgnp5I2,Folk,0.40952915,0.083780095,0.22786976,0.006576742,1903.7786838163895,112705.64477765319,2164.377856599546,255711.90498397208,4152.993935032895,1048860.9263903545,0.07996064379699248,0.00033277909693302016,9.058361e-06,0.040630445,-0.00015478894,0.0057226676,86.1328125,-44.237637,114.38416,-20.671452,25.06199,5.719788,8.888144,-9.690221,4.792855,2.2463288,-4.563292,-2.6062922,0.5702299,-3.9539845,-8.726458,-8.547374,1.0144176,-4.275918,6.036969,1.6934848,1.1107314,4157.909,499.30127,825.37,84.92235,136.59486,64.93952,49.10347,93.81683,24.431517,82.93388,33.85302,52.038845,44.9517,82.86469,34.891624,57.0976,50.920868,35.612366,31.460321,32.12808
TRNAVUA128F423EE88,1hgU6HWjdY7S3uR3wF517f,Folk,0.24994968,0.084574156,0.16532758,0.00088118395,1139.0311342971872,70196.93518991696,1543.2130808536979,123773.51673280263,2047.2733347039473,569095.1679287854,0.052848184915413536,0.00014087091610143099,-4.543471e-05,0.023726327,-6.7798924e-06,0.001483859,198.76802884615384,-158.04074,154.81406,-12.203316,16.847681,-1.6177466,-1.4906921,-4.9727983,4.9247055,-12.808461,-13.798957,-15.93522,-1.6494024,-7.5417166,-1.0238601,-10.212349,-8.964393,-11.7106495,-8.067891,-1.2146221,3.9139082,1598.6433,436.32983,280.77106,126.163536,59.89166,52.067726,50.788017,50.117123,43.164562,52.172646,52.645485,87.054596,59.286633,47.430485,69.08902,91.48469,81.75079,60.65821,51.441223,62.252296
TRNMKPS128F425A349,1LVLZvhemBFqIHLuNY6MJh,Folk,0.39490113,0.07821224,0.15265222,0.00086055516,1975.8005331144816,832000.2324644664,2397.363284888982,105481.13147669571,4334.5690275493425,2193218.3952377774,0.08302984022556391,0.006980476037583509,5.1039347e-06,0.01374267,6.5294366e-06,0.0034853213,161.4990234375,-89.28201,109.452934,17.99401,29.420795,4.728599,10.242374,-1.4902513,1.9358697,-8.683884,5.007682,-7.7584624,4.9954886,-11.191239,-0.21397567,-1.2001824,-0.5949743,-5.675137,-3.3904853,-8.387288,-0.8376719,759.17084,811.86975,291.5511,190.71992,115.63856,67.08754,95.63533,58.650192,67.56541,68.7075,65.8019,49.295326,42.22237,42.58115,45.197037,33.58734,28.442942,32.56376,49.863136,46.44869
TRNPXSW128F425A683,0F0aQyjllcNRAXIqHhZu1c,Folk,0.2629843,0.08837088,0.051976476,0.00075167767,1867.1226379022653,71664.30503135816,2599.0596886455464,37405.72261324994,4782.799650493421,1391663.377308119,0.0626945782424812,0.00020694711100651469,-0.004202975,0.0029508928,-0.000637884,9.2267466e-05,161.4990234375,-239.98146,113.0289,37.85577,7.3944287,-7.963076,7.972429,3.3968415,-4.217991,-28.228233,-1.1923298,-7.6288204,5.1508036,-8.511007,0.6482007,0.8684041,1.8547009,-8.2699795,-3.7579572,-3.990238,-7.287803,2746.222,194.05954,94.561165,150.35661,181.68147,111.68811,74.39605,112.20039,61.464947,122.01641,81.7483,74.10142,43.08041,36.586864,34.18189,59.74881,88.63213,62.241615,35.539524,38.2717
TROABHR128F429596B,0tEjTLnTwbf1I7z3cow9qy,Folk,0.39689097,0.08773479,0.1437136,0.0020774216,2550.097872861772,847422.6875631213,2573.603378283988,275857.4488926504,5528.366570723684,3229984.300192703,0.1182117892387218,0.005082452618669403,-4.4389543e-07,0.010850671,-9.08076e-06,0.005370357,161.4990234375,-71.24959,86.32579,2.6594262,35.55402,7.7783737,9.608114,-6.316409,4.240785,-2.874827,2.5493674,-4.793075,-1.2603694,-5.5425925,1.9230458,-4.3093324,0.4197072,-4.8483915,-0.2575818,-5.521653,-0.27699697,2458.7354,1016.34705,500.38687,241.2522,138.57779,85.0746,75.77357,47.43257,64.49314,62.158497,45.389122,33.322624,37.218487,49.029526,35.393112,35.893715,40.687443,38.98182,33.934315,39.990814
TROHLZT128F424C1A3,0gTAulA4NLlvqB8zjZkYgo,Folk,0.3466956,0.08666554,0.13892089,0.00063925836,1980.0787826416165,239234.47563127356,2269.7757490975982,90754.44758002627,4287.697882401316,1011939.2309624732,0.08156499647556391,0.0010449899396023504,6.1642805e-07,0.012606102,-1.749435e-05,0.0024531484,172.265625,-83.10622,106.245995,-7.2777386,27.305632,-1.4499986,13.5661955,-0.48249632,4.5242004,-10.896008,-3.8689928,-10.263854,-1.1442336,-4.1094036,0.9536067,-6.8360476,-6.1607294,-9.968747,-3.1766095,-5.455953,1.9865445,714.54407,237.35367,221.13675,144.54396,61.91324,63.675552,76.158264,43.00583,38.201797,57.264797,32.470047,40.598213,51.192814,58.21702,48.8369,38.88325,38.42373,32.21681,44.247482,59.287243
TROJVOC128F92EC9F4,2xPx3DLjEmJeI9HN7M46o4,Folk,0.32551652,0.091048956,0.16337974,0.008368434,1721.5976425044814,464882.23102309223,1856.3696351250694,262711.0391330619,3230.3042763157896,2356513.3604778806,0.09416852678571429,0.0019596829194131393,2.2409022e-06,0.018588526,0.00017038478,0.008089455,123.046875,-131.58447,132.23888,-28.538002,11.184382,-5.8686543,-15.184121,7.186093,-13.065979,-9.093054,-8.553526,-11.276584,-10.27477,-9.656926,-10.176946,1.8064256,-6.4660707,-7.8790402,-3.3412526,-11.826426,-3.9251544,11701.772,1023.6194,812.48914,368.48636,181.99269,345.98773,269.37653,326.78583,117.91114,157.46567,76.95811,107.09527,61.75884,208.09325,61.78714,87.03733,122.243744,92.742355,92.398994,91.04611
TROSICE128F93505B7,01QLHKTM642evmldSobVQw,Folk,0.42232427,0.08986245,0.2092353,0.010159075,2926.3558180432196,922848.9187373704,2735.4997688486947,154994.25865646772,6124.982010690789,2370144.3229751904,0.15012629229323307,0.009256138877862185,0.00015526354,0.021091266,-0.00015124284,0.015616727,135.99917763157896,-36.890793,70.045425,1.1839763,20.70101,5.4126678,14.142848,-2.9185503,13.014489,1.1349654,5.334551,-1.0673269,3.0058029,0.0428336,1.3442463,-1.8827072,4.173979,-2.4075902,4.032295,-0.7019813,4.904829,2419.1692,749.35223,500.8081,243.78995,155.87752,113.11974,120.06318,76.894966,79.46386,80.841324,79.31507,56.538322,53.43738,65.08335,51.292942,55.445915,37.09698,35.264267,56.038578,43.954975
TRPVZZT128F423EEA5,60t05D7VVdNcjCENyzPSnq,Folk,0.32087135,0.087285146,0.17591825,0.00057620904,1528.990286880214,397957.3541159092,1775.5706786074365,267088.1657542288,3032.1340460526317,2262579.4568550554,0.06670362429511278,0.0010204667779250833,-9.204295e-05,0.021185163,4.0650164e-05,0.0038966862,112.34714673913044,-112.64307,138.07054,-22.36823,26.432959,4.9010377,-3.5944993,-3.1812003,-2.912693,-11.683002,-5.5266423,-6.4766126,-3.897438,-21.015114,0.444438,-10.688365,-9.682392,-10.149542,-4.934492,-8.7800255,-9.778286,2227.4907,1355.6981,705.0697,373.30844,181.49637,183.14421,155.52779,92.24438,122.9907,98.17637,97.14305,85.33349,71.14826,87.84594,56.77393,85.0588,82.07868,52.42671,75.6859,40.75708
TRQBNQV128F423EEA4,3ESPtio6vsDYuIUDNRNpq8,Folk,0.32099372,0.08943472,0.30037093,0.0021427409,1412.2163480389877,167921.53609565741,1860.01640272784,109132.901645812,2654.6553762335525,1147846.292323353,0.05570811795112782,0.0003591568260143271,2.5723759e-05,0.07029436,1.0769537e-06,0.0074952035,80.74951171875,-58.48875,137.18805,-9.2588825,14.036786,-4.613385,-1.6392238,-6.093838,-3.2990866,-11.142253,-7.325714,-12.644746,-2.6846824,-9.14629,-4.147709,-7.8562922,-5.5531554,-13.775549,-6.603552,-6.2245545,-3.9767854,1104.8859,388.89215,296.59033,205.45789,109.14828,179.46545,94.59462,85.42507,99.76486,66.76439,56.913784,60.013245,64.41704,54.29417,48.007423,43.21402,53.657417,43.67969,32.32711,41.361008
TRQJEGR128F429554B,1Jftyn6b1fMZbtHdQVOLT2,Folk,0.3399065,0.084480666,0.20164785,0.0023131198,1580.9578898332907,330472.58887867373,2024.7762789190506,271031.89406600676,3442.3982319078946,2888532.85878649,0.06788945018796992,0.0008276903755325575,-1.5311172e-06,0.03287536,-1.6714928e-05,0.0025963918,123.046875,-94.09799,129.05066,3.05007,25.52081,-2.8446398,16.09538,-4.142855,7.3571806,-8.461839,-4.459752,-12.117445,1.0181237,-4.7300663,-0.89574677,-4.2126245,-2.5052304,-3.3625326,-2.2334213,-2.8763607,-4.2488003,1802.312,814.4982,482.00186,150.62822,81.13004,89.04728,169.80739,61.807125,74.83295,99.41148,69.50438,79.59115,53.86278,53.121117,68.189354,53.384605,68.46044,55.881813,67.988174,52.4404
TRQLWDC128F42396CF,3Is25qMgJEyCM5w764pChe,Folk,0.31486243,0.07820984,0.21297237,0.004893806,2962.653232385098,336275.7763249502,2842.7899159750496,98913.65008793502,6473.5608552631575,1275644.79328919,0.14434768562030076,0.0021014486094301245,-2.1553998e-07,0.02930371,5.763026e-05,0.009037778,151.99908088235293,-16.765102,70.06102,5.4693613,17.71443,-2.8890486,8.4579935,-1.296747,2.282676,-10.674412,-4.619068,-8.104379,0.6709755,-5.397148,-2.2129154,-3.172704,-1.8753558,-4.0180573,2.5658112,1.9242494,2.5561476,2448.8625,300.74283,174.26123,120.24283,81.974655,101.31164,63.354057,78.80279,55.04466,45.958416,45.631336,70.33752,62.791546,78.59351,60.073593,60.66998,52.18277,61.90932,58.239418,70.37812
TRRKQNA128F423EE8F,1GyI9OwMUZUaol00iutcay,Folk,0.3929635,0.08543562,0.17765298,0.0027711063,1961.3804923243313,124952.4736641457,1944.3936284887034,57901.17685384567,3960.1665296052633,484355.8355579746,0.10484463110902256,0.0013316030910443854,7.5918956e-07,0.019914664,0.00023152429,0.005496923,143.5546875,-68.59497,110.505196,-31.77351,54.189907,-10.809878,8.170069,-6.2026377,6.6416497,-13.0533085,6.433821,-11.888455,-1.8103195,-6.1255193,-5.706621,-8.17054,-4.4316177,-9.776191,-4.52067,-6.0546484,-2.7229106,1753.3212,368.38092,278.71396,168.02266,84.81339,116.5386,130.38307,73.78342,71.31067,67.82755,41.806625,50.769993,47.339558,70.63179,61.761646,37.070335,42.004074,54.419136,55.04625,60.677242
